query,queryId,retrievalQuery,queryConcentration,queryQuantity,queryDosageForm,cardIndex,cardRank,pharmacy,upstreamName,canonicalName,cardMatchKey,cardPresentationKey,offerMatchKey,offerCombinationKey,offerVariantKey,offerDosageForm,offerUnitCount,offerConcentration,offerConcentrationLevel,offerParsedFirstMagnitude,brand,manufacturer,activeIngredient,brandSource,laboratory,isBioequivalent,lexicalMatch,concentrationMatch,cfmId,effective,hasStock,onlineUrl,offersInCard
paracetamol 500mg,paracetamol-500mg,paracetamol,500mg,,,120,121,cruz-verde,Alividol Paracetamol 1000 mg 20 comprimidos,Alividol Paracetamol 1000 mg 20 comprimidos,alividol|1000mg|20,alividol|1000mg|20|bio:unknown|brand:unknown|form:solid-oral,alividol|1000mg|20,,,solid-oral,20,,,1000mg,Alividol,,paracetamol,name,,,exact,other,CFM-000727,8390,true,https://comparafarma-api.vercel.app/api/go?slug=cruz-verde&matchKey=alividol%7C1000mg%7C20&url=https%3A%2F%2Fwww.cruzverde.cl%2Falividol-paracetamol-1000-mg-20-comprimidos%2F541879.html&cfmId=CFM-000727,1
paracetamol 500mg,paracetamol-500mg,paracetamol,500mg,,,121,122,salcobrand,Panadol Niños Paracetamol Jarabe 90ml,Panadol Niños Paracetamol Jarabe 90ml,panadol|90ml,panadol|90ml|bio:unknown|brand:panadol|var:infantil|form:fluid-oral,panadol|90ml,,infantil,fluid-oral,,,,90ml,Panadol,,paracetamol,structured,Panadol,,exact,other,CFM-000086,8449,true,https://comparafarma-api.vercel.app/api/go?slug=salcobrand&matchKey=panadol%7C90ml&url=https%3A%2F%2Fsalcobrand.cl%2Fproducts%2Fpanadol-ninos-paracetamol-jarabe-90ml%3Fdefault_sku%3D581367&cfmId=CFM-000086,1
paracetamol 500mg,paracetamol-500mg,paracetamol,500mg,,,122,123,salcobrand,Bufferin (B) Forte Paracetamol 1g 18 Comprimidos,Bufferin (B) Forte Paracetamol 1g 18 Comprimidos,bufferin|1000mg|18,bufferin|1000mg|18|bio:unknown|brand:bufferin|var:forte|form:solid-oral,bufferin|1000mg|18,,forte,solid-oral,18,,,1g,Bufferin,,paracetamol,structured,Bufferin,,exact,other,CFM-000085,8924,true,https://comparafarma-api.vercel.app/api/go?slug=salcobrand&matchKey=bufferin%7C1000mg%7C18&url=https%3A%2F%2Fsalcobrand.cl%2Fproducts%2Fbufferin-b-forte-paracetamol-1g-18-comprimidos%3Fdefault_sku%3D585146&cfmId=CFM-000085,1
paracetamol 500mg,paracetamol-500mg,paracetamol,500mg,,,123,124,ahumada,Panadol Niños 160mg/5ml Jarabe 90ml,Panadol Niños 160mg/5ml Jarabe 90ml,panadol|90ml,panadol|90ml|bio:unknown|brand:unknown|var:infantil|form:fluid-oral,panadol|90ml,,infantil,fluid-oral,,160mg/5ml,ratio,160mg/5ml,,,,unknown,,,compatible,other,CFM-000086,9204,true,https://comparafarma-api.vercel.app/api/go?slug=ahumada&matchKey=panadol%7C90ml&url=https%3A%2F%2Fwww.farmaciasahumada.cl%2Fpanadol-ninos-160mg-5ml-jarabe-90ml-90335.html&cfmId=CFM-000086,1
paracetamol 500mg,paracetamol-500mg,paracetamol,500mg,,,124,125,cruz-verde,"Sales para Rehidratación 60 Cloruro de Sodio 3,5 gr Polvo para Suspensión Oral 8 Sobres Sabor Fresa","Sales para Rehidratación 60 Cloruro de Sodio 3,5 gr Polvo para Suspensión Oral 8 Sobres Sabor Fresa",sales|8,sales|8|bio:unknown|brand:unknown|var:rehidratacion|form:fluid-oral,sales|8,,rehidratacion,fluid-oral,8,,,3.5g,Sales,,sodio,name,,,compatible,other,CFM-000090,9290,true,https://comparafarma-api.vercel.app/api/go?slug=cruz-verde&matchKey=sales%7C8&url=https%3A%2F%2Fwww.cruzverde.cl%2Fsales-para-rehidratacion-60-cloruro-de-sodio-3-5-gr-polvo-para-suspension-oral-8-sobres-sabor-fresa%2F265799.html&cfmId=CFM-000090,1
paracetamol 500mg,paracetamol-500mg,paracetamol,500mg,,,125,126,ahumada,Bufferin Forte Paracetamol 1 G 18 Comprimidos,Bufferin Forte Paracetamol 1 G 18 Comprimidos,bufferin|1000mg|18,bufferin|1000mg|18|bio:true|brand:unknown|var:forte|form:solid-oral,bufferin|1000mg|18,,forte,solid-oral,18,,,1g,Bufferin,,paracetamol,name,,true,exact,other,CFM-000085,9299,true,https://comparafarma-api.vercel.app/api/go?slug=ahumada&matchKey=bufferin%7C1000mg%7C18&url=https%3A%2F%2Fwww.farmaciasahumada.cl%2Fbufferin-forte-paracetamol-1-g-18-comprimidos-92080.html&cfmId=CFM-000085,1
paracetamol 500mg,paracetamol-500mg,paracetamol,500mg,,,126,127,cruz-verde,Gesidol Paracetamol 1 gr 20 Comprimidos,Gesidol Paracetamol 1 gr 20 Comprimidos,gesidol|20,gesidol|20|bio:unknown|brand:unknown|form:solid-oral,gesidol|20,,,solid-oral,20,,,1g,Gesidol,,paracetamol,name,,,exact,other,CFM-000067,9890,true,https://comparafarma-api.vercel.app/api/go?slug=cruz-verde&matchKey=gesidol%7C20&url=https%3A%2F%2Fwww.cruzverde.cl%2Fgesidol-paracetamol-1-gr-20-comprimidos%2F392102.html&cfmId=CFM-000067,1
paracetamol 500mg,paracetamol-500mg,paracetamol,500mg,,,127,128,ahumada,Paracetamol 1G Dropol Comprimidos Efervecentes Tubo x 20,Paracetamol 1G Dropol Comprimidos Efervecentes Tubo x 20,paracetamol|1000mg|20,paracetamol|1000mg|20|bio:unknown|brand:unknown|form:solid-oral,paracetamol|1000mg|20,,,solid-oral,20,,,1g,,,paracetamol,unknown,,,exact,other,CFM-000069,10999,true,https://comparafarma-api.vercel.app/api/go?slug=ahumada&matchKey=paracetamol%7C1000mg%7C20&url=https%3A%2F%2Fwww.farmaciasahumada.cl%2Fparacetamol-1g-dropol-comprimidos-efervecentes-tubo-x-20-96600.html&cfmId=CFM-000069,1
paracetamol 500mg,paracetamol-500mg,paracetamol,500mg,,,128,129,cruz-verde,"Salbutamol 0,5% Solución para Nebulización 20 mL","Salbutamol 0,5% Solución para Nebulización 20 mL",salbutamol|20ml,salbutamol|20ml|bio:unknown|brand:unknown|form:inhaled,salbutamol|20ml,,,inhaled,,,,0.5%,,,salbutamol,unknown,,,compatible,other,CFM-000095,13490,true,https://comparafarma-api.vercel.app/api/go?slug=cruz-verde&matchKey=salbutamol%7C20ml&url=https%3A%2F%2Fwww.cruzverde.cl%2Fsalbutamol-0-5-solucion-para-nebulizacion-20-ml%2F268913.html&cfmId=CFM-000095,1
paracetamol 500mg,paracetamol-500mg,paracetamol,500mg,,,129,130,cruz-verde,Dropol Paracetamol 1 gr 20 Comprimidos,Dropol Paracetamol 1 gr 20 Comprimidos,dropol|20,dropol|20|bio:unknown|brand:unknown|form:solid-oral,dropol|20,,,solid-oral,20,,,1g,Dropol,,paracetamol,name,,,exact,other,CFM-000071,14590,true,https://comparafarma-api.vercel.app/api/go?slug=cruz-verde&matchKey=dropol%7C20&url=https%3A%2F%2Fwww.cruzverde.cl%2Fdropol-paracetamol-1-gr-20-comprimidos%2F538858.html&cfmId=CFM-000071,1
paracetamol 500mg,paracetamol-500mg,paracetamol,500mg,,,130,131,cruz-verde,Brevex Paracetamol 300 mg 20 Comprimidos Recubiertos,Brevex Paracetamol 300 mg 20 Comprimidos Recubiertos,brevex|300mg|20,brevex|300mg|20|bio:unknown|brand:unknown|form:solid-oral,brevex|300mg|20,,,solid-oral,20,,,300mg,Brevex,,paracetamol,name,,,exact,other,CFM-000096,16390,true,https://comparafarma-api.vercel.app/api/go?slug=cruz-verde&matchKey=brevex%7C300mg%7C20&url=https%3A%2F%2Fwww.cruzverde.cl%2Fbrevex-paracetamol-300-mg-20-comprimidos-recubiertos%2F9113.html&cfmId=CFM-000096,1
paracetamol 500mg,paracetamol-500mg,paracetamol,500mg,,,131,132,cruz-verde,"Ipratropio Bromuro 0,025% Solución para Inhalación 20 mL","Ipratropio Bromuro 0,025% Solución para Inhalación 20 mL",ipratropio|20ml,ipratropio|20ml|bio:unknown|brand:unknown|var:bromuro|form:inhaled,ipratropio|20ml,,bromuro,inhaled,,,,0.025%,,,,unknown,,,compatible,other,CFM-000089,16990,true,https://comparafarma-api.vercel.app/api/go?slug=cruz-verde&matchKey=ipratropio%7C20ml&url=https%3A%2F%2Fwww.cruzverde.cl%2Fipratropio-bromuro-0-025-solucion-para-inhalacion-20-ml%2F264185.html&cfmId=CFM-000089,1
paracetamol 500mg,paracetamol-500mg,paracetamol,500mg,,,132,133,cruz-verde,Bonavid Colecalciferol 300.000 UI Solución Oral para Gotas 2 mL,Bonavid Colecalciferol 300.000 UI Solución Oral para Gotas 2 mL,bonavid|2ml,bonavid|2ml|bio:unknown|brand:unknown|var:colecalciferol|form:fluid-oral,bonavid|2ml,,colecalciferol,fluid-oral,,,,300ui,,,,unknown,,,compatible,other,CFM-000084,18390,true,https://comparafarma-api.vercel.app/api/go?slug=cruz-verde&matchKey=bonavid%7C2ml&url=https%3A%2F%2Fwww.cruzverde.cl%2Fbonavid-colecalciferol-300-000-ui-solucion-oral-para-gotas-2-ml%2F290034.html&cfmId=CFM-000084,1
paracetamol 500mg,paracetamol-500mg,paracetamol,500mg,,,133,134,cruz-verde,"Betacort Cassara Betametasona 0,5 mg / mL Solucion Oral para Gotas 30 mL","Betacort Cassara Betametasona 0,5 mg / mL Solucion Oral para Gotas 30 mL",betacort|30ml,betacort|30ml|bio:unknown|brand:unknown|var:cassara|form:fluid-oral,betacort|30ml,,cassara,fluid-oral,,0.5mg/1ml,ratio,0.5mg/1ml,Betacort,,betametasona,name,,,compatible,other,CFM-000077,21590,true,https://comparafarma-api.vercel.app/api/go?slug=cruz-verde&matchKey=betacort%7C30ml&url=https%3A%2F%2Fwww.cruzverde.cl%2Fbetacort-cassara-betametasona-0-5-mg-ml-solucion-oral-para-gotas-30-ml%2F296197.html&cfmId=CFM-000077,1
paracetamol 500mg,paracetamol-500mg,paracetamol,500mg,,,134,135,cruz-verde,"Lirex Tibolona 2,5 mg 30 Comprimidos","Lirex Tibolona 2,5 mg 30 Comprimidos",lirex|2.5mg|30,lirex|2.5mg|30|bio:unknown|brand:unknown|var:tibolona|form:solid-oral,lirex|2.5mg|30,,tibolona,solid-oral,30,,,2.5mg,,,,unknown,,,compatible,other,CFM-000087,22989,true,https://comparafarma-api.vercel.app/api/go?slug=cruz-verde&matchKey=lirex%7C2.5mg%7C30&url=https%3A%2F%2Fwww.cruzverde.cl%2Flirex-tibolona-2-5-mg-30-comprimidos%2F67406.html&cfmId=CFM-000087,1
paracetamol 500mg,paracetamol-500mg,paracetamol,500mg,,,135,136,cruz-verde,Uroplus Fosfomicina 3 gr Granulos para Solucion Oral 1 Sobre,Uroplus Fosfomicina 3 gr Granulos para Solucion Oral 1 Sobre,uroplus,uroplus|bio:unknown|brand:unknown|var:fosfomicina|form:fluid-oral,uroplus,,fosfomicina,fluid-oral,1,,,3g,,,,unknown,,,compatible,other,CFM-000073,35440,true,https://comparafarma-api.vercel.app/api/go?slug=cruz-verde&matchKey=uroplus&url=https%3A%2F%2Fwww.cruzverde.cl%2Furoplus-fosfomicina-3-gr-granulos-para-solucion-oral-1-sobre%2F391927.html&cfmId=CFM-000073,1
paracetamol 500mg,paracetamol-500mg,paracetamol,500mg,,,136,137,cruz-verde,"Combodart 0,5/0,4 Dutasteride 0,5 mg Tamsulosina 0,4 mg 30 Cápsulas Blandas","Combodart 0,5/0,4 Dutasteride 0,5 mg Tamsulosina 0,4 mg 30 Cápsulas Blandas",combodart|0.5mg|30,combodart|0.5mg|30|bio:unknown|brand:unknown|var:dutasteride|form:solid-oral,combodart|0.5mg|30,,dutasteride,solid-oral,30,,,0.5mg,,,,unknown,,,compatible,other,CFM-000094,38690,true,https://comparafarma-api.vercel.app/api/go?slug=cruz-verde&matchKey=combodart%7C0.5mg%7C30&url=https%3A%2F%2Fwww.cruzverde.cl%2Fcombodart-0-5-0-4-dutasteride-0-5-mg-tamsulosina-0-4-mg-30-capsulas-blandas%2F265918.html&cfmId=CFM-000094,1
paracetamol 500mg,paracetamol-500mg,paracetamol,500mg,,,137,138,cruz-verde,Trelegy Ellipta 92 mcg Polvo Para Inhalacion Oral 30 Dosis,Trelegy Ellipta 92 mcg Polvo Para Inhalacion Oral 30 Dosis,trelegy|92mcg,trelegy|92mcg|bio:unknown|brand:unknown|var:ellipta|form:inhaled,trelegy|92mcg,,ellipta,inhaled,,,,92mcg,,,,unknown,,,compatible,other,CFM-000082,93463,true,https://comparafarma-api.vercel.app/api/go?slug=cruz-verde&matchKey=trelegy%7C92mcg&url=https%3A%2F%2Fwww.cruzverde.cl%2Ftrelegy-ellipta-92-mcg-polvo-para-inhalacion-oral-30-dosis%2F295825.html&cfmId=CFM-000082,1
paracetamol,paracetamol,paracetamol,,,,0,1,ahumada,Paracetamol 500 mg x 16 Comprimidos,Paracetamol 500 mg x 16 Comprimidos,paracetamol|500mg|16,paracetamol|500mg|16|bio:true|brand:unknown|form:solid-oral,paracetamol|500mg|16,,,solid-oral,16,,,500mg,,,paracetamol,unknown,,true,exact,,CFM-000019,359,true,https://comparafarma-api.vercel.app/api/go?slug=ahumada&matchKey=paracetamol%7C500mg%7C16&url=https%3A%2F%2Fwww.farmaciasahumada.cl%2Fparacetamol-500-mg-x-16-comprimidos-84574.html&cfmId=CFM-000019,2
paracetamol,paracetamol,paracetamol,,,,0,1,ecofarmacias,Paracetamol 500 mg x 16 comprimidos (cenabast),Paracetamol 500 mg x 16 Comprimidos,paracetamol|500mg|16,paracetamol|500mg|16|bio:true|brand:unknown|form:solid-oral,paracetamol|500mg|16,,,solid-oral,16,,,500mg,,,paracetamol,unknown,,true,exact,,CFM-000019,490,false,https://comparafarma-api.vercel.app/api/go?slug=ecofarmacias&matchKey=paracetamol%7C500mg%7C16&url=https%3A%2F%2Fwww.ecofarmacias.cl%2Fproducto%2Fparacetamol-500-mg-x-16-comprimidos-cenabast%2F&cfmId=CFM-000019,2
paracetamol,paracetamol,paracetamol,,,,1,2,dr-simi,Paracetamol 500 mg 16 comprimidos,Paracetamol 500 mg 16 comprimidos,paracetamol|500mg|16,paracetamol|500mg|16|bio:true|brand:andromaco|form:solid-oral,paracetamol|500mg|16,,,solid-oral,16,,,500mg,,Andrómaco,paracetamol,unknown,ANDRÓMACO,true,exact,,CFM-000019,360,true,https://comparafarma-api.vercel.app/api/go?slug=dr-simi&matchKey=paracetamol%7C500mg%7C16&url=https%3A%2F%2Fwww.drsimi.cl%2Fparacetamol-500-mg-16-comprimidos%2Fp&cfmId=CFM-000019,1
paracetamol,paracetamol,paracetamol,,,,2,3,araucomed,Paracetamol 500 mg x 16 comprimidos. (Andromaco),Paracetamol 500 mg x 16 comprimidos,paracetamol|500mg|16,paracetamol|500mg|16|bio:unknown|brand:andromaco|form:solid-oral,paracetamol|500mg|16,,,solid-oral,16,,,500mg,,Andromaco,paracetamol,unknown,ANDROMACO,,exact,,CFM-000019,450,true,https://comparafarma-api.vercel.app/api/go?slug=araucomed&matchKey=paracetamol%7C500mg%7C16&url=https%3A%2F%2Ffarmacia.araucomed.com%2Fbioequivalentes%2Fparacetamol-500mg-x16com-andromaco&cfmId=CFM-000019,2
paracetamol,paracetamol,paracetamol,,,,2,3,farmex,Paracetamol 500 mg x 16 comprimidos,Paracetamol 500 mg x 16 comprimidos,paracetamol|500mg|16,paracetamol|500mg|16|bio:unknown|brand:andromaco|form:solid-oral,paracetamol|500mg|16,,,solid-oral,16,,,500mg,,Andromaco,paracetamol,unknown,ANDROMACO,,exact,,CFM-000019,790,true,https://comparafarma-api.vercel.app/api/go?slug=farmex&matchKey=paracetamol%7C500mg%7C16&url=https%3A%2F%2Ffarmex.cl%2Fproducts%2Fparacetamol-500-mg-x-16-comp-andromaco%3F_pos%3D3%26_psq%3Dparacetamol%26_psid%3D5ba8308a0%26_ss%3De&cfmId=CFM-000019,2
paracetamol,paracetamol,paracetamol,,,,3,4,araucomed,Paracetamol 500 mg x 16 comprimidos. (Chile),Paracetamol 500 mg x 16 comprimidos. (Chile),paracetamol|500mg|16,paracetamol|500mg|16|bio:unknown|brand:chile|form:solid-oral,paracetamol|500mg|16,,,solid-oral,16,,,500mg,,Laboratorio Chile,paracetamol,unknown,Laboratorio Chile,,exact,,CFM-000019,500,true,https://comparafarma-api.vercel.app/api/go?slug=araucomed&matchKey=paracetamol%7C500mg%7C16&url=https%3A%2F%2Ffarmacia.araucomed.com%2Fbioequivalentes%2Fparacetamol-500mg-x16com-chile&cfmId=CFM-000019,1
paracetamol,paracetamol,paracetamol,,,,4,5,cruz-verde,Paracetamol Infantil  80 mg 100 Comprimidos,Paracetamol Infantil  80 mg 100 Comprimidos,paracetamol|80mg|100,paracetamol|80mg|100|bio:unknown|brand:unknown|var:infantil|form:solid-oral,paracetamol|80mg|100,,infantil,solid-oral,100,,,80mg,,,paracetamol,unknown,,,exact,,CFM-000001,590,true,https://comparafarma-api.vercel.app/api/go?slug=cruz-verde&matchKey=paracetamol%7C80mg%7C100&url=https%3A%2F%2Fwww.cruzverde.cl%2Fparacetamol-infantil-80-mg-100-comprimidos%2F225007.html&cfmId=CFM-000001,1
paracetamol,paracetamol,paracetamol,,,,5,6,ecofarmacias,"Kitadol, paracetamol, 500Mg X 24 comp.(LCh) DESCUENTO caja arrugada","Kitadol, paracetamol, 500Mg X 24 comp.(LCh) DESCUENTO caja arrugada",kitadol|500mg|24,kitadol|500mg|24|bio:unknown|brand:unknown|form:solid-oral,kitadol|500mg|24,,,solid-oral,24,,,500mg,Kitadol,,paracetamol,name,,,exact,,CFM-000013,650,false,https://comparafarma-api.vercel.app/api/go?slug=ecofarmacias&matchKey=kitadol%7C500mg%7C24&url=https%3A%2F%2Fwww.ecofarmacias.cl%2Fproducto%2Fkitadol-500mg-x-24-comprimidos-lch-descuento-caja-arrugada%2F&cfmId=CFM-000013,1
paracetamol,paracetamol,paracetamol,,,,6,7,easyfarma,Paracetamol 500 mg. 16 comp.,Paracetamol 500 mg. 16 comp.,paracetamol|500mg|16,paracetamol|500mg|16|bio:unknown|brand:unknown|form:solid-oral,paracetamol|500mg|16,,,solid-oral,16,,,500mg,,,paracetamol,unknown,,,exact,,CFM-000019,690,true,https://comparafarma-api.vercel.app/api/go?slug=easyfarma&matchKey=paracetamol%7C500mg%7C16&url=https%3A%2F%2Fnuevo.easyfarma.cl%2F24713-paracetamol-500-mg-x-16.html&cfmId=CFM-000019,3
paracetamol,paracetamol,paracetamol,,,,6,7,farmex,Paracetamol 500 mg x 16 comprimidos.,Paracetamol 500 mg. 16 comp.,paracetamol|500mg|16,paracetamol|500mg|16|bio:unknown|brand:unknown|form:solid-oral,paracetamol|500mg|16,,,solid-oral,16,,,500mg,,,paracetamol,unknown,,,exact,,CFM-000019,695,true,https://comparafarma-api.vercel.app/api/go?slug=farmex&matchKey=paracetamol%7C500mg%7C16&url=https%3A%2F%2Ffarmex.cl%2Fproducts%2Fparacetamol-500-mg-x-16-comprimidos-10%3F_pos%3D7%26_psq%3Dparacetamol%26_psid%3D5ba8308a0%26_ss%3De&cfmId=CFM-000019,3
paracetamol,paracetamol,paracetamol,,,,6,7,cruz-verde,Paracetamol 500 mg 16 Comprimidos,Paracetamol 500 mg. 16 comp.,paracetamol|500mg|16,paracetamol|500mg|16|bio:unknown|brand:unknown|form:solid-oral,paracetamol|500mg|16,,,solid-oral,16,,,500mg,,,paracetamol,unknown,,,exact,,CFM-000019,840,true,https://comparafarma-api.vercel.app/api/go?slug=cruz-verde&matchKey=paracetamol%7C500mg%7C16&url=https%3A%2F%2Fwww.cruzverde.cl%2Fparacetamol-500-mg-16-comprimidos%2F272241.html&cfmId=CFM-000019,3
paracetamol,paracetamol,paracetamol,,,,7,8,ecofarmacias,Paracetamol Infantil x 6 supositorios LCh DESCUENTO,Paracetamol inf. suposit. x 6,paracetamol|6,paracetamol|6|bio:unknown|brand:unknown|var:infantil|form:suppository,paracetamol|6,,infantil,suppository,6,,,,,,paracetamol,unknown,,,exact,,CFM-000017,780,false,https://comparafarma-api.vercel.app/api/go?slug=ecofarmacias&matchKey=paracetamol%7C6&url=https%3A%2F%2Fwww.ecofarmacias.cl%2Fproducto%2Fparacetamol-infantil-x-6-supositorios-lch-descuento%2F&cfmId=CFM-000017,2
paracetamol,paracetamol,paracetamol,,,,7,8,easyfarma,Paracetamol inf. suposit. x 6,Paracetamol inf. suposit. x 6,paracetamol|6,paracetamol|6|bio:unknown|brand:unknown|var:infantil|form:suppository,paracetamol|6,,infantil,suppository,6,,,,,,paracetamol,unknown,,,exact,,CFM-000017,1190,true,https://comparafarma-api.vercel.app/api/go?slug=easyfarma&matchKey=paracetamol%7C6&url=https%3A%2F%2Fnuevo.easyfarma.cl%2F24714-paracetamol-inf-suposit-x-6.html&cfmId=CFM-000017,2
paracetamol,paracetamol,paracetamol,,,,8,9,salcobrand,Tapsín Limonada Noche (B) Paracetamol 5g,Tapsín Limonada Noche (B) Paracetamol 5g,tapsin|5000mg|n,tapsin|5000mg|n|bio:unknown|brand:tapsin|var:limonada,tapsin|5000mg|n,,limonada,,,,,5g,Tapsin,,paracetamol,structured,Tapsin,,exact,,CFM-000005,791,true,https://comparafarma-api.vercel.app/api/go?slug=salcobrand&matchKey=tapsin%7C5000mg%7Cn&url=https%3A%2F%2Fsalcobrand.cl%2Fproducts%2Ftapsin-limonada-noche-b-paracetamol-5g%3Fdefault_sku%3D1999956&cfmId=CFM-000005,1
paracetamol,paracetamol,paracetamol,,,,9,10,salcobrand,Tapsin Limonada (B) Paracetamol Día 5g,Tapsin Limonada (B) Paracetamol Día 5g,tapsin|5000mg|d,tapsin|5000mg|d|bio:unknown|brand:tapsin|var:limonada,tapsin|5000mg|d,,limonada,,,,,5g,Tapsin,,paracetamol,structured,Tapsin,,exact,,CFM-000009,791,true,https://comparafarma-api.vercel.app/api/go?slug=salcobrand&matchKey=tapsin%7C5000mg%7Cd&url=https%3A%2F%2Fsalcobrand.cl%2Fproducts%2Ftapsin-limonada-b-paracetamol-dia-5g%3Fdefault_sku%3D1991100&cfmId=CFM-000009,1
paracetamol,paracetamol,paracetamol,,,,10,11,dr-simi,Tapsin InstaFLU día paracetamol 500 mg pseudoefedrina 60 mg 1 sobre polvo para solución oral 5 g,Tapsin InstaFLU día paracetamol 500 mg pseudoefedrina 60 mg 1 sobre polvo para solución oral 5 g,tapsin|500mg|d,tapsin|500mg|d|bio:false|brand:maver|var:instaflu|form:fluid-oral,tapsin|500mg|d,,instaflu,fluid-oral,1,,,500mg,Tapsin,Maver,paracetamol,name,MAVER,false,exact,,CFM-000037,810,true,https://comparafarma-api.vercel.app/api/go?slug=dr-simi&matchKey=tapsin%7C500mg%7Cd&url=https%3A%2F%2Fwww.drsimi.cl%2Ftapsin-instaflu-polvo-dia-ch6155%2Fp&cfmId=CFM-000037,1
paracetamol,paracetamol,paracetamol,,,,11,12,dr-simi,Tapsin paracetamol 500 mg 24 comprimidos,Tapsin paracetamol 500 mg 24 comprimidos,tapsin|500mg|24,tapsin|500mg|24|bio:true|brand:maver|form:solid-oral,tapsin|500mg|24,,,solid-oral,24,,,500mg,Tapsin,Maver,paracetamol,name,MAVER,true,exact,,CFM-000003,900,true,https://comparafarma-api.vercel.app/api/go?slug=dr-simi&matchKey=tapsin%7C500mg%7C24&url=https%3A%2F%2Fwww.drsimi.cl%2Ftapsin-paracetamol-500-mg-24-comprimidos-ch5296%2Fp&cfmId=CFM-000003,1
paracetamol,paracetamol,paracetamol,,,,12,13,ahumada,Paracetamol Infantil 125 mg x 6 Supositorios,Paracetamol Infantil 125 mg x 6 Supositorios,paracetamol|125mg|6,paracetamol|125mg|6|bio:unknown|brand:unknown|var:infantil|form:suppository,paracetamol|125mg|6,,infantil,suppository,6,,,125mg,,,paracetamol,unknown,,,exact,,CFM-000011,979,true,https://comparafarma-api.vercel.app/api/go?slug=ahumada&matchKey=paracetamol%7C125mg%7C6&url=https%3A%2F%2Fwww.farmaciasahumada.cl%2Fparacetamol-infantil-125-mg-x-6-supositorios-2796.html&cfmId=CFM-000011,1
paracetamol,paracetamol,paracetamol,,,,13,14,ahumada,Paracetamol 500 mg SINFLU x 20 Comprimidos,Paracetamol 500 mg SINFLU x 20 Comprimidos,paracetamol|500mg|20,paracetamol|500mg|20|bio:true|brand:unknown|form:solid-oral,paracetamol|500mg|20,,,solid-oral,20,,,500mg,,,paracetamol,unknown,,true,exact,,CFM-000018,990,true,https://comparafarma-api.vercel.app/api/go?slug=ahumada&matchKey=paracetamol%7C500mg%7C20&url=https%3A%2F%2Fwww.farmaciasahumada.cl%2Fparacetamol-500-mg-sinflu-x-20-comprimidos-96710.html&cfmId=CFM-000018,1
paracetamol,paracetamol,paracetamol,,,,14,15,araucomed,Tapsin SC puro 500 mg x 24 comprimidos.,Tapsin SC puro 500 mg x 24 comprimidos.,tapsin|500mg|24,tapsin|500mg|24|bio:unknown|brand:maver|var:sc|form:solid-oral,tapsin|500mg|24,,sc,solid-oral,24,,,500mg,,Maver,,unknown,Maver,,compatible,,CFM-000003,990,true,https://comparafarma-api.vercel.app/api/go?slug=araucomed&matchKey=tapsin%7C500mg%7C24&url=https%3A%2F%2Ffarmacia.araucomed.com%2Fanalgesicos-y-antinflamatorios%2Ftapsin-sc-puro-500mg-x24com&cfmId=CFM-000003,1
paracetamol,paracetamol,paracetamol,,,,15,16,araucomed,Panadol Advance 500mg x12com,Panadol Advance 500mg x12com,panadol|500mg|12,panadol|500mg|12|bio:unknown|brand:gsk|var:advance|form:solid-oral,panadol|500mg|12,,advance,solid-oral,12,,,500mg,,Gsk,,unknown,GSK,,compatible,,CFM-000027,990,true,https://comparafarma-api.vercel.app/api/go?slug=araucomed&matchKey=panadol%7C500mg%7C12&url=https%3A%2F%2Ffarmacia.araucomed.com%2Fanalgesicos-y-antinflamatorios%2Fpanadol-advance-500mg-x12com&cfmId=CFM-000027,1
paracetamol,paracetamol,paracetamol,,,,16,17,farmex,Kitadol 500 mg x 24 comprimidos,Kitadol 500 mg x 24 comprimidos,kitadol|500mg|24,kitadol|500mg|24|bio:unknown|brand:chile|form:solid-oral,kitadol|500mg|24,,,solid-oral,24,,,500mg,,Laboratorio Chile,,unknown,LABORATORIO CHILE,,compatible,,CFM-000013,990,true,https://comparafarma-api.vercel.app/api/go?slug=farmex&matchKey=kitadol%7C500mg%7C24&url=https%3A%2F%2Ffarmex.cl%2Fproducts%2Fkitadol-comprimidos-bioequivalente-paracetamol%3F_pos%3D6%26_psq%3Dparacetamol%26_psid%3D5ba8308a0%26_ss%3De&cfmId=CFM-000013,1
paracetamol,paracetamol,paracetamol,,,,17,18,sermecoop,Geniol (paracetamol) 500mg 20 Comprimidos,Geniol (paracetamol) 500mg 20 Comprimidos,geniol|500mg|20,geniol|500mg|20|bio:true|brand:unknown|form:solid-oral,geniol|500mg|20,,,solid-oral,20,,,500mg,Geniol,,paracetamol,name,,true,exact,,CFM-000008,990,true,https://comparafarma-api.vercel.app/api/go?slug=sermecoop&matchKey=geniol%7C500mg%7C20&url=https%3A%2F%2Fwww.farmaciasermecoop.cl%2Findex.php%2Fonline%2Fdetalleproducto%3Fp_%3D7542%26d_%3D1&cfmId=CFM-000008,1
