query,pharmacies,canonical_name,base_laboratory,brand,brand_source,manufacturer,active_ingredient
diclofenaco,1,"Flectane 500 mg/20 mg x 30 Comprimidos con Recubrimiento Ent&eacute;rico","","",unknown,"",""
diclofenaco,1,"Promerpal 140 mg x 10 C&aacute;psulas de Liberaci&oacute;n Prolongada","","",unknown,"",""
diclofenaco,1,"Diclac 1,16 % x 60 g Gel T&oacute;pico","","",unknown,"",""
diclofenaco,1,"Flector 50 mg x 10 Sobres Polvo Granulado Para Solucion Oral","","",unknown,"",""
diclofenaco,1,"Coxidol 90 mg x 14 Comprimidos Recubiertos","","",unknown,"",""
diclofenaco,1,"DoloDrops 1,5 % x 25 mL Suspensi&oacute;n Oral Para Gotas","","",unknown,"",""
diclofenaco,1,"Pro Lertus 140 mg x 10 C&aacute;psulas de Liberaci&oacute;n Prolongada","","",unknown,"",""
diclofenaco,1,"Oftic 1 mg/mL x 10 mL Solucion Oftalmica","","",unknown,"",""
diclofenaco,1,"Dolo Neurobionta Diclofenaco 20 comprimidos recubiertos","","Dolo",name,"","diclofenaco"
diclofenaco,1,"Diclofenaco 100 mg x 8...","","",unknown,"","diclofenaco"
diclofenaco,1,"Diclofenaco 50 mg x 10...","","",unknown,"","diclofenaco"
diclofenaco,1,"Diclofenaco adulto...","","",unknown,"","diclofenaco"
diclofenaco,1,"Diclofenaco Dietilamina Gel...","","",unknown,"","diclofenaco"
diclofenaco,1,"Diclofenaco Gel Tópico...","","",unknown,"","diclofenaco"
diclofenaco,1,"Diclofenaco gotas 1.5% 20 ml","","",unknown,"","diclofenaco"
diclofenaco,1,"Diclofenaco infantil...","","",unknown,"","diclofenaco"
diclofenaco,1,"Diclofenaco Sodico 100 Mg 8...","","",unknown,"","diclofenaco"
diclofenaco,1,"Dolodrops (diclofenaco) Gotas 25ml","","Dolodrops",name,"","diclofenaco"
diclofenaco,1,"Diclofenaco 50mg 10 Comprimidos","Diclofenaco","",unknown,"","diclofenaco"
diclofenaco,1,"Diclofenaco (B) 100mg 8 Comprimidos Prolongados","Diclofenaco","",unknown,"","diclofenaco"
diclofenaco,1,"Diclofenaco Infantil 12.5mg 5 Supositorios","Diclofenaco","",unknown,"","diclofenaco"
diclofenaco,1,"Diclofenaco Gel 30g","Diclofenaco","",unknown,"","diclofenaco"
diclofenaco,1,"Diclofenaco Adulto 50mg 5 Supositorios","Diclofenaco","",unknown,"","diclofenaco"
diclofenaco,1,"Diclofenaco Sódico 1.5% Oral Gotas 20ml","Diclofenaco","",unknown,"","diclofenaco"
diclofenaco,1,"Promerpal Diclofenaco 140mg 10 Cápsulas Prolongadas","Promerpal","Promerpal",structured,"","diclofenaco"
diclofenaco,1,"Diclofenaco 75mg Inyectable 5 Ampollas","Turbogesic","Turbogesic",structured,"","diclofenaco"
diclofenaco,1,"Diclac Diclofenaco 1.16% Gel Tópico 60g","Diclofenaco","Diclac",name,"","diclofenaco"
diclofenaco,1,"Merpal Diclofenaco Spray 110ml","Merpal","Merpal",structured,"","diclofenaco"
diclofenaco,1,"Dolodrin Diclofenaco 25mg / Tramadol 25mg 10 Comprimidos","Dolodrin","Dolodrin",structured,"",""
diclofenaco,1,"Merpal Diclofenaco Resinato 15mg/5ml Oral Gotas 20ml","Merpal","Merpal",structured,"","diclofenaco"
diclofenaco,1,"Dolo-Neurobionta Diclofenaco 10 Comprimidos Recubiertos","Dolo-Neurobionta","Dolo-Neurobionta",structured,"","diclofenaco"
diclofenaco,1,"Dicasen 25/25 Diclofenaco / Tramadol 10 Comprimidos","Dicasen","Dicasen",structured,"",""
diclofenaco,1,"Pro-Lertus Diclofenaco Colestiramina 140mg 10 Cápsulas Prolongadas","Pro-Lertus","Pro-Lertus",structured,"","diclofenaco"
diclofenaco,1,"Adorlan 25/25 Diclofenaco / Tramadol 10 Comprimidos","Adorlan","Adorlan",structured,"",""
diclofenaco,1,"Dolo Drops Diclofenaco Resinato 1.5% Oral Gotas 25ml","Dolo-Drops","Dolo-Drops",structured,"","diclofenaco"
diclofenaco,1,"Lertus Diclofenaco Sódico 15mg/ml Oral Gotas 25ml","Lertus ","Lertus",structured,"","diclofenaco"
diclofenaco,1,"Dolo Neurobionta Diclofenaco 20 Comprimidos Recubiertos","Dolo-Neurobionta","Dolo-Neurobionta",structured,"","diclofenaco"
diclofenaco,1,"Lertus (B) Diclofenaco Sódico 75mg Inyectable 5 Ampollas","Lertus","Lertus",structured,"","diclofenaco"
diclofenaco,1,"Pro-Lertus Diclofenaco Colestiramina 140mg 20 Cápsulas Prolongadas","Pro-Lertus","Pro-Lertus",structured,"","diclofenaco"
cetirizina,2,"Remitex 10 mg x 30 Comprimidos Recubiertos","","",unknown,"",""
cetirizina,1,"Coolips Cetirizina 10 mg 10 Comprimidos Recubiertos","","Coolips",name,"","cetirizina"
cetirizina,2,"Rigotax-D  Pseudoefedrina 120 mg 30 Cápsulas Liberación Prolongada","","RigotaxD",name,"","pseudoefedrina"
cetirizina,3,"Coolips 10 mg x 30 comprimidos","","",unknown,"",""
cetirizina,1,"Zyrtec Cetirizina  1mg/mL Jarabe 60 mL","","Zyrtec",name,"","cetirizina"
cetirizina,1,"Rigotax Cetirizina Diclorhidrato 10 mg 30 Comprimidos","","Rigotax",name,"","cetirizina"
cetirizina,1,"Rigotax Cetirizina Diclorhidrato 10 mg 10 Comprimidos","","Rigotax",name,"","cetirizina"
cetirizina,2,"Zyrtec 10 mg x 30 Comprimidos Recubiertos","","",unknown,"",""
cetirizina,1,"Remitex Cetirizina 5 mg/5mL Jarabe 100 mL","","Remitex",name,"","cetirizina"
cetirizina,2,"Rigotax 5mg/5ml jarabe 60ml","","",unknown,"",""
cetirizina,1,"Rigotax Cetirizina 10 mg/ml Gotas 15 mL","","Rigotax",name,"","cetirizina"
cetirizina,3,"Cetirex 10 mg x 30 Comprimidos Recubiertos","","",unknown,"",""
cetirizina,1,"Remitex Cetirizina 10 mg/ml Gotas 15 mL","","Remitex",name,"","cetirizina"
cetirizina,1,"Findaler Cetirizina 5 mg / 5 mL Jarabe 100 mL","","Findaler",name,"","cetirizina"
cetirizina,1,"Rigotax-D Cetirizina 120 mg 10 Cápsulas","","RigotaxD",name,"","cetirizina"
cetirizina,1,"Rigotax cetirizina 10 mg 30 comprimidos recubiertos","ASCEND","Rigotax",name,"Ascend","cetirizina"
cetirizina,1,"Levocetirizina 5 mg 30 comprimidos recubiertos","SEVEN PHARMA","",unknown,"Seven Pharma","levocetirizina"
cetirizina,1,"Levorigotax levocetirizina 5 mg 30 comprimidos recubiertos","PRATER","Levorigotax",name,"Prater","levocetirizina"
cetirizina,1,"Levorigotax levocetirizina 2,5 mg/5 mL jarabe 100 mL","PRATER","Levorigotax",name,"Prater","levocetirizina"
cetirizina,1,"Levorigotax Forte levocetirizina 5 mg/5 mL jarabe 120 mL","PRATER","Levorigotax",name,"Prater","levocetirizina"
cetirizina,1,"Levorigotax levocetirizina 5 mg/mL solución oral para gotas 20 mL","PRATER","Levorigotax",name,"Prater","levocetirizina"
cetirizina,1,"Rigotax cetirizina 5 mg/5 mL solución oral 60 mL","PRATER","Rigotax",name,"Prater","cetirizina"
cetirizina,1,"Rigotax cetirizina 10 mg/mL solución oral para gotas 15 mL","PRATER","Rigotax",name,"Prater","cetirizina"
cetirizina,1,"Rigotax-D cetirizina 5 mg pseudoefedrina 120 mg 10 cápsulas con gránulos de liberación prolongada","PRATER","RigotaxD",name,"Prater","cetirizina"
cetirizina,1,"Cetirizina 10 mg x 30 comprimidos (Pasteur)","Pasteur","",unknown,"Pasteur","cetirizina"
cetirizina,1,"Remitex D x 20 comprimidos","Bagó","",unknown,"Bagó",""
cetirizina,1,"Rigotax-D x 30 cápsulas de liberación prolongada.","","",unknown,"",""
cetirizina,1,"Cetirizina 10 mg x 30 comprimidos. (CuraeSpring)","CuraeSpring","",unknown,"CuraeSpring","cetirizina"
cetirizina,1,"Cetirizina 5mg/5ml jarabe 60ml (Hospifarma) (Vence 30-07-2026)","Hospifarma","",unknown,"Hospifarma","cetirizina"
cetirizina,1,"Cetirizina 5mg/5ml jarabe 60ml (Reutter)","","",unknown,"","cetirizina"
cetirizina,1,"Cetirizina 10mg x30com (Ascend)","Ascend","",unknown,"Ascend","cetirizina"
cetirizina,1,"Cetirizina 10mg x30com (Hospifarma)","Hospifarma","",unknown,"Hospifarma","cetirizina"
cetirizina,2,"Rigotax 10 mg x 30 comprimidos","","",unknown,"",""
cetirizina,2,"Coolips 10 mg x 30 comprimidos","MINTLAB","",unknown,"Mintlab",""
cetirizina,2,"Coolips 10mg x10com","Mintlab","",unknown,"Mintlab",""
cetirizina,1,"Rigotax-D x 10 comprimidos de liberación prolongada","","",unknown,"",""
cetirizina,2,"Rigotax 10mg/ml solución oral para gotas x 15 ml.","","",unknown,"",""
cetirizina,1,"Findaler 10 mg x 30 comprimidos.","Medipharm","",unknown,"Medipharm",""
cetirizina,1,"Remitex 10mg/ml gotas x 15 ml.","Bagó","",unknown,"Bagó",""
cetirizina,1,"Findaler 5mg/5ml jarabe x 100 ml.","Medipharm","",unknown,"Medipharm",""
cetirizina,1,"Findaler 10mg/ml gotas 15ml","Eurofarma","",unknown,"Eurofarma",""
cetirizina,1,"Cetirex Cetirizina 10 Mg 30 Comprimidos Recubiertos","Ascend","Cetirex",name,"Ascend","cetirizina"
cetirizina,1,"Rigotax D x 30 cápsulas","PRATER","",unknown,"Prater",""
cetirizina,1,"Remitex-D x 20 comprimidos","BAGO","",unknown,"Bago",""
cetirizina,1,"Remitex Jarabe 5 mg / 5 mL x 100 mL","BAGO","",unknown,"Bago",""
cetirizina,1,"Remitex 10 mg x 30 comprimidos","BAGO","",unknown,"Bago",""
cetirizina,1,"Rigotax D x 10 cápsulas","PRATER","",unknown,"Prater",""
cetirizina,1,"Levocetirizina Diclorhidrato 5 mg x 30 comp. (cenabast)","","",unknown,"","levocetirizina"
cetirizina,1,"Levocetirizina 5 mg x 30 comprimidos. (Cenabast) DESCUENTO","","",unknown,"","levocetirizina"
cetirizina,1,"Levocetirizina Diclorhidrato 2,5mg/5ml solución oral x 100 ml. (Cenabast)","","",unknown,"","levocetirizina"
cetirizina,2,"Cetirizina 10 mg x 30 Comprimidos","","",unknown,"","cetirizina"
cetirizina,2,"Cetirizina Diclorhidrato 10 mg x 30 Comp. Recubiertos","","",unknown,"","cetirizina"
cetirizina,1,"Cetirizina Diclorhidrato 5 mg / 5 ml Solución Oral 60 ml","","",unknown,"","cetirizina"
cetirizina,1,"Xuzal Levocetirizina 5mg x 30 Com. Rec","","Xuzal",name,"","levocetirizina"
cetirizina,1,"Jarabe de 120ml Neoalertop Levocetirizina 2,5 mg L.Chile DESCUENTO","","",unknown,"",""
cetirizina,1,"Findaler Cetirizina Diclorhidrato 5mg/5ml x 100 mL (Eurofarma)","","Findaler",name,"","cetirizina"
cetirizina,1,"Zival Levocetirizina (2,5mg) Jarabe 120mL (Saval)","","Zival",name,"","levocetirizina"
cetirizina,1,"Neoalertop Levocetirizina 5 mg Gotas 20 Ml (Lab Chile)","","Neoalertop",name,"","levocetirizina"
cetirizina,1,"Neoalertop Levocetirizina 2,5 mg/5 ml Jarabe 120ml (Lab Chile)","","Neoalertop",name,"","levocetirizina"
cetirizina,1,"Findaler Cetirizina Diclorhidrato 10mg /ml 15 mL (Eurofarma)","","Findaler",name,"","cetirizina"
cetirizina,1,"Alerpriv Levocetirizina 2,5/5mL Jarabe 100Ml","","Alerpriv",name,"","levocetirizina"
cetirizina,1,"Alerpriv Levocetirizina 0,5% Gotas 20 ml","","Alerpriv",name,"","levocetirizina"
cetirizina,1,"Cetirizina 5 mg/5 ml x 60 ml Jarabe HOSPIFARMA CHILE LTD","","",unknown,"","cetirizina"
cetirizina,1,"Remitex 10 mg/mL x 15 mL Soluci&oacute;n Oral Para Gotas","","",unknown,"",""
cetirizina,1,"Remitex 5 mg/5 mL x 100 mL Jarabe","","",unknown,"",""
cetirizina,1,"Zyrtec 1 mg/ml x 60 ml Soluci&oacute;n Oral","","",unknown,"",""
cetirizina,1,"Rigotax 10 mg x 10 Comprimidos","","",unknown,"",""
cetirizina,1,"Findaler 5 mg/5 ml x 100 ml Jarabe","","",unknown,"",""
cetirizina,1,"Findaler 10 mg x 30 Comprimidos","","",unknown,"",""
cetirizina,1,"Rigotax 5 mg/5 mL x 60 mL Soluci&oacute;n Oral","","",unknown,"",""
cetirizina,1,"Rigotax-D x 10 C&aacute;psulas con Gr&aacute;nulos de Liberaci&oacute;n Prolongada","","",unknown,"",""
cetirizina,1,"Remitex-D x 20 Comprimidos de Liberaci&oacute;n Prolongada","","",unknown,"",""
cetirizina,1,"Rigotax-D x 30 C&aacute;psulas con Gr&aacute;nulos de Liberaci&oacute;n Prolongada","","",unknown,"",""
cetirizina,1,"Zotaban 10 mg 28 comprimidos","","",unknown,"",""
cetirizina,1,"Cetirizina 5 mg/5ml 60 ml...","","",unknown,"","cetirizina"
cetirizina,1,"Cetirizina Clorhidrato 10...","","",unknown,"","cetirizina"
cetirizina,1,"Cetirizina Diclorhidrato 10...","","",unknown,"","cetirizina"
cetirizina,1,"Cetirizina Jarabe 5mg/5ml...","","",unknown,"","cetirizina"
cetirizina,1,"Levocetirizina 5 Mg 30...","","",unknown,"","levocetirizina"
cetirizina,1,"Levocetirizina comprimidos...","","",unknown,"","levocetirizina"
cetirizina,1,"Alerpriv 2.5/5ml 100 ml","","",unknown,"",""
cetirizina,1,"Alerpriv 5mg/ml 20  ml","","",unknown,"",""
cetirizina,1,"Degraler comprimidos 5 mg x 40","","",unknown,"",""
cetirizina,1,"Cetirizina (B) 10mg 30 Comprimidos Recubiertos","Cetirizina","",unknown,"","cetirizina"
cetirizina,1,"Cetirizina 5mg/5ml Jarabe 60ml","Cetirizina","",unknown,"","cetirizina"
cetirizina,1,"Cetirex (B) Cetirizina 10mg 30 Comprimidos Recubiertos","Cetirex","Cetirex",structured,"","cetirizina"
cetirizina,1,"Rigotax (B) Cetirizina 10mg 10 Comprimidos","Rigotax","Rigotax",structured,"","cetirizina"
cetirizina,1,"Findaler (B) Cetirizina 10mg 30 Comprimidos Recubiertos","Findaler","Findaler",structured,"","cetirizina"
cetirizina,1,"Rigotax-D Cetirizina / Pseudoefedrina 5mg/120mg 10 Cápsulas Prolongadas","Rigotax","Rigotax",structured,"",""
cetirizina,1,"Rigotax (B) Cetirizina 10mg 30 Comprimidos","Rigotax","Rigotax",structured,"","cetirizina"
cetirizina,1,"Rigotax Cetirizina 5mg/5ml Jarabe 60ml","Rigotax","Rigotax",structured,"","cetirizina"
cetirizina,1,"Rigotax 10mg/ml Cetirizina Oral Gotas 15ml","Rigotax","Rigotax",structured,"",""
cetirizina,1,"Remitex (B) Cetirizina 10mg 30 Comprimidos Recubiertos","Remitex","Remitex",structured,"","cetirizina"
cetirizina,1,"Rigotax-D Cetirizina / Pseudoefedrina 5mg/120mg 30 Cápsulas Prolongadas","Rigotax","Rigotax",structured,"",""
cetirizina,1,"Remitex (B) Cetirizina 5mg/5ml Jarabe 100ml","Remitex","Remitex",structured,"","cetirizina"
cetirizina,1,"Remitex-D Cetirizina / Pseudoefedrina 20 Comprimidos Prolongados","Remitex","Remitex",structured,"",""
cetirizina,1,"Remitex (B) Cetirizina 10mg/ml Oral Gotas 15ml","Remitex","Remitex",structured,"","cetirizina"
cetirizina,1,"Zyrtec Cetirizina 1mg/ml Jarabe 60ml","Zyrtec","Zyrtec",structured,"","cetirizina"
cetirizina,1,"Zyrtec (R) Cetirizina 10mg 30 Comprimidos Recubiertos","Zyrtec","Zyrtec",structured,"","cetirizina"
